Time,Cell,Users,Traffic_GB,Throughput_Mbps,CPU_Usage,Load_Ratio,Energy_W,Active,Efficiency_Throughput_Mbps_per_W,Efficiency_Data_Transfer_GB_per_W,Efficiency_Users_per_W
2026-01-01 03:25,Cell E,18,3.76,15.1,18.5,0.151,98.1,True,0.15392,0.03833,0.18349
2026-01-01 03:25,Cell F,18,3.83,15.3,18.8,0.153,98.4,True,0.15549,0.03892,0.18293
2026-01-01 03:30,Cell A,22,4.78,19.1,22.2,0.191,102.9,True,0.18562,0.04645,0.2138
2026-01-01 03:30,Cell B,18,3.85,15.4,18.9,0.154,98.5,True,0.15635,0.03909,0.18274
2026-01-01 03:30,Cell C,16,3.46,13.8,17.5,0.138,96.6,True,0.14286,0.03582,0.16563
2026-01-01 03:30,Cell D,28,6.01,24.0,26.6,0.24,108.8,True,0.22059,0.05524,0.25735
2026-01-01 03:30,Cell E,16,3.4,13.6,17.3,0.136,96.3,True,0.14123,0.03531,0.16615
2026-01-01 03:30,Cell F,15,3.17,12.7,16.4,0.127,95.2,True,0.1334,0.0333,0.15756
2026-01-01 03:35,Cell A,18,3.82,15.3,18.7,0.153,98.3,True,0.15565,0.03886,0.18311
2026-01-01 03:35,Cell B,18,3.84,15.4,18.8,0.154,98.4,True,0.1565,0.03902,0.18293
2026-01-01 03:35,Cell C,2,0.5,2.0,6.8,0.02,82.4,True,0.02427,0.00607,0.02427
2026-01-01 03:35,Cell D,23,4.8,19.2,22.3,0.192,103.0,True,0.18641,0.0466,0.2233
2026-01-01 03:35,Cell E,2,0.5,2.0,6.8,0.02,82.4,True,0.02427,0.00607,0.02427
2026-01-01 03:35,Cell F,29,6.16,24.6,27.2,0.246,109.5,True,0.22466,0.05626,0.26484
2026-01-01 03:40,Cell A,21,4.47,17.9,21.1,0.179,101.4,True,0.17653,0.04408,0.2071
2026-01-01 03:40,Cell B,20,4.31,17.2,20.5,0.172,100.7,True,0.1708,0.0428,0.19861
2026-01-01 03:40,Cell C,9,1.95,7.8,12.0,0.078,89.4,True,0.08725,0.02181,0.10067
2026-01-01 03:40,Cell D,18,3.82,15.3,18.8,0.153,98.4,True,0.15549,0.03882,0.18293
2026-01-01 03:40,Cell E,16,3.46,13.8,17.5,0.138,96.6,True,0.14286,0.03582,0.16563
2026-01-01 03:40,Cell F,15,3.16,12.6,16.4,0.126,95.2,True,0.13235,0.03319,0.15756
2026-01-01 03:45,Cell A,22,4.63,18.5,21.7,0.185,102.2,True,0.18102,0.0453,0.21526
2026-01-01 03:45,Cell B,25,5.32,21.3,24.2,0.213,105.5,True,0.2019,0.05043,0.23697
2026-01-01 03:45,Cell C,8,1.75,7.0,11.3,0.07,88.4,True,0.07919,0.0198,0.0905
2026-01-01 03:45,Cell D,12,2.68,10.7,14.7,0.107,92.9,True,0.11518,0.02885,0.12917
2026-01-01 03:45,Cell E,11,2.39,9.6,13.6,0.096,91.5,True,0.10492,0.02612,0.12022
2026-01-01 03:45,Cell F,8,1.77,7.1,11.4,0.071,88.5,True,0.08023,0.02,0.0904
2026-01-01 03:50,Cell A,23,4.88,19.5,22.6,0.195,103.4,True,0.18859,0.0472,0.22244
2026-01-01 03:50,Cell B,21,4.43,17.7,20.9,0.177,101.3,True,0.17473,0.04373,0.20731
2026-01-01 03:50,Cell C,10,2.16,8.6,12.8,0.086,90.4,True,0.09513,0.02389,0.11062
2026-01-01 03:50,Cell D,21,4.48,17.9,21.1,0.179,101.5,True,0.17635,0.04414,0.2069
2026-01-01 03:50,Cell E,10,2.21,8.8,12.9,0.088,90.6,True,0.09713,0.02439,0.11038
2026-01-01 03:50,Cell F,15,3.29,13.1,16.8,0.131,95.8,True,0.13674,0.03434,0.15658
2026-01-01 03:55,Cell A,25,5.27,21.1,24.0,0.211,105.3,True,0.20038,0.05005,0.23742
2026-01-01 03:55,Cell B,18,3.88,15.5,19.0,0.155,98.6,True,0.1572,0.03935,0.18256
2026-01-01 03:55,Cell C,13,2.82,11.3,15.2,0.113,93.6,True,0.12073,0.03013,0.13889
2026-01-01 03:55,Cell D,18,3.88,15.5,19.0,0.155,98.6,True,0.1572,0.03935,0.18256
2026-01-01 03:55,Cell E,2,0.5,2.0,6.8,0.02,82.4,True,0.02427,0.00607,0.02427
2026-01-01 03:55,Cell F,18,3.9,15.6,19.0,0.156,98.7,True,0.15805,0.03951,0.18237
2026-01-01 04:00,Cell A,14,3.09,12.4,16.1,0.124,94.8,True,0.1308,0.03259,0.14768
2026-01-01 04:00,Cell B,19,4.12,16.5,19.8,0.165,99.8,True,0.16533,0.04128,0.19038
2026-01-01 04:00,Cell C,8,1.86,7.4,11.7,0.074,88.9,True,0.08324,0.02092,0.08999
2026-01-01 04:00,Cell D,17,3.72,14.9,18.4,0.149,97.9,True,0.1522,0.038,0.17365
2026-01-01 04:00,Cell E,17,3.75,15.0,18.5,0.15,98.0,True,0.15306,0.03827,0.17347
2026-01-01 04:00,Cell F,11,2.34,9.4,13.4,0.094,91.2,True,0.10307,0.02566,0.12061
2026-01-01 04:05,Cell A,19,4.06,16.2,19.6,0.162,99.5,True,0.16281,0.0408,0.19095
2026-01-01 04:05,Cell B,31,6.6,26.4,28.7,0.264,111.7,True,0.23635,0.05909,0.27753
2026-01-01 04:05,Cell C,21,4.46,17.8,21.1,0.178,101.4,True,0.17554,0.04398,0.2071
2026-01-01 04:05,Cell D,13,2.85,11.4,15.3,0.114,93.7,True,0.12166,0.03042,0.13874
2026-01-01 04:05,Cell E,2,0.5,2.0,6.8,0.02,82.4,True,0.02427,0.00607,0.02427
2026-01-01 04:05,Cell F,14,3.04,12.2,15.9,0.122,94.6,True,0.12896,0.03214,0.14799
2026-01-01 04:10,Cell A,15,3.17,12.7,16.4,0.127,95.2,True,0.1334,0.0333,0.15756
2026-01-01 04:10,Cell B,21,4.46,17.8,21.1,0.178,101.4,True,0.17554,0.04398,0.2071
2026-01-01 04:10,Cell C,13,2.85,11.4,15.3,0.114,93.7,True,0.12166,0.03042,0.13874
2026-01-01 04:10,Cell D,20,4.35,17.4,20.6,0.174,100.9,True,0.17245,0.04311,0.19822
2026-01-01 04:10,Cell E,9,2.0,8.0,12.2,0.08,89.6,True,0.08929,0.02232,0.10045
2026-01-01 04:10,Cell F,6,1.4,5.6,10.1,0.056,86.7,True,0.06459,0.01615,0.0692
2026-01-01 04:15,Cell A,23,4.84,19.4,22.4,0.194,103.2,True,0.18798,0.0469,0.22287
2026-01-01 04:15,Cell B,14,2.92,11.7,15.5,0.117,94.0,True,0.12447,0.03106,0.14894
2026-01-01 04:15,Cell C,10,2.11,8.4,12.6,0.084,90.1,True,0.09323,0.02342,0.11099
2026-01-01 04:15,Cell D,13,2.87,11.5,15.3,0.115,93.8,True,0.1226,0.0306,0.13859
2026-01-01 04:15,Cell E,9,2.0,8.0,12.2,0.08,89.6,True,0.08929,0.02232,0.10045
2026-01-01 04:15,Cell F,15,3.24,13.0,16.7,0.13,95.6,True,0.13598,0.03389,0.1569
2026-01-01 04:20,Cell A,26,5.51,22.1,24.8,0.221,106.5,True,0.20751,0.05174,0.24413
2026-01-01 04:20,Cell B,25,5.24,20.9,23.9,0.209,105.1,True,0.19886,0.04986,0.23787
2026-01-01 04:20,Cell C,4,0.87,3.5,8.1,0.035,84.2,True,0.04157,0.01033,0.04751
2026-01-01 04:20,Cell D,15,3.17,12.7,16.4,0.127,95.2,True,0.1334,0.0333,0.15756
2026-01-01 04:20,Cell E,9,1.88,7.5,11.8,0.075,89.0,True,0.08427,0.02112,0.10112
2026-01-01 04:20,Cell F,28,5.95,23.8,26.4,0.238,108.6,True,0.21915,0.05479,0.25783
2026-01-01 04:25,Cell A,13,2.76,11.0,14.9,0.11,93.2,True,0.11803,0.02961,0.13948
2026-01-01 04:25,Cell B,15,3.25,13.0,16.7,0.13,95.6,True,0.13598,0.034,0.1569
2026-01-01 04:25,Cell C,4,0.93,3.7,8.3,0.037,84.5,True,0.04379,0.01101,0.04734
2026-01-01 04:25,Cell D,24,5.14,20.5,23.5,0.205,104.7,True,0.1958,0.04909,0.22923
2026-01-01 04:25,Cell E,2,0.51,2.1,6.9,0.021,82.5,True,0.02545,0.00618,0.02424
2026-01-01 04:25,Cell F,10,2.1,8.4,12.6,0.084,90.1,True,0.09323,0.02331,0.11099
2026-01-01 04:30,Cell A,18,3.79,15.2,18.6,0.152,98.2,True,0.15479,0.03859,0.1833
2026-01-01 04:30,Cell B,23,4.98,19.9,22.9,0.199,103.9,True,0.19153,0.04793,0.22137
2026-01-01 04:30,Cell C,8,1.7,6.8,11.1,0.068,88.1,True,0.07719,0.0193,0.09081
2026-01-01 04:30,Cell D,23,4.85,19.4,22.4,0.194,103.3,True,0.1878,0.04695,0.22265
2026-01-01 04:30,Cell E,9,1.88,7.5,11.8,0.075,89.0,True,0.08427,0.02112,0.10112
2026-01-01 04:30,Cell F,18,3.84,15.3,18.8,0.153,98.4,True,0.15549,0.03902,0.18293
2026-01-01 04:35,Cell A,24,5.21,20.8,23.7,0.208,105.0,True,0.1981,0.04962,0.22857
2026-01-01 04:35,Cell B,16,3.45,13.8,17.4,0.138,96.5,True,0.14301,0.03575,0.1658
2026-01-01 04:35,Cell C,19,4.13,16.5,19.9,0.165,99.8,True,0.16533,0.04138,0.19038
2026-01-01 04:35,Cell D,16,3.38,13.5,17.2,0.135,96.2,True,0.14033,0.03514,0.16632
2026-01-01 04:35,Cell E,4,0.97,3.9,8.5,0.039,84.6,True,0.0461,0.01147,0.04728
2026-01-01 04:35,Cell F,5,1.25,5.0,9.5,0.05,86.0,True,0.05814,0.01453,0.05814
2026-01-01 04:40,Cell A,24,5.13,20.5,23.5,0.205,104.6,True,0.19598,0.04904,0.22945
2026-01-01 04:40,Cell B,11,2.49,9.9,14.0,0.099,91.9,True,0.10773,0.02709,0.1197
2026-01-01 04:40,Cell C,6,1.3,5.2,9.7,0.052,86.2,True,0.06032,0.01508,0.06961
2026-01-01 04:40,Cell D,9,1.91,7.6,11.9,0.076,89.1,True,0.0853,0.02144,0.10101
2026-01-01 04:40,Cell E,23,4.93,19.7,22.7,0.197,103.6,True,0.19015,0.04759,0.22201
2026-01-01 04:40,Cell F,20,4.17,16.7,20.0,0.167,100.0,True,0.167,0.0417,0.2
2026-01-01 04:45,Cell A,18,3.77,15.1,18.6,0.151,98.1,True,0.15392,0.03843,0.18349
2026-01-01 04:45,Cell B,16,3.43,13.7,17.4,0.137,96.5,True,0.14197,0.03554,0.1658
2026-01-01 04:45,Cell C,2,0.5,2.0,6.8,0.02,82.4,True,0.02427,0.00607,0.02427
2026-01-01 04:45,Cell D,10,2.28,9.1,13.2,0.091,90.9,True,0.10011,0.02508,0.11001
2026-01-01 04:45,Cell E,12,2.57,10.3,14.2,0.103,92.3,True,0.11159,0.02784,0.13001
2026-01-01 04:45,Cell F,16,3.52,14.1,17.7,0.141,96.9,True,0.14551,0.03633,0.16512
2026-01-01 04:50,Cell A,24,5.18,20.7,23.7,0.207,104.9,True,0.19733,0.04938,0.22879
2026-01-01 04:50,Cell B,5,1.15,4.6,9.1,0.046,85.5,True,0.0538,0.01345,0.05848
2026-01-01 04:50,Cell C,6,1.43,5.7,10.1,0.057,86.8,True,0.06567,0.01647,0.06912
2026-01-01 04:50,Cell D,9,2.04,8.2,12.4,0.082,89.8,True,0.09131,0.02272,0.10022
2026-01-01 04:50,Cell E,3,0.66,2.6,7.4,0.026,83.2,True,0.03125,0.00793,0.03606
2026-01-01 04:50,Cell F,13,2.86,11.4,15.3,0.114,93.7,True,0.12166,0.03052,0.13874
2026-01-01 04:55,Cell A,19,4.07,16.3,19.7,0.163,99.6,True,0.16365,0.04086,0.19076
2026-01-01 04:55,Cell B,14,3.1,12.4,16.2,0.124,94.9,True,0.13066,0.03267,0.14752
2026-01-01 04:55,Cell C,11,2.4,9.6,13.7,0.096,91.5,True,0.10492,0.02623,0.12022
2026-01-01 04:55,Cell D,15,3.16,12.6,16.4,0.126,95.2,True,0.13235,0.03319,0.15756
2026-01-01 04:55,Cell E,5,1.22,4.9,9.4,0.049,85.8,True,0.05711,0.01422,0.05828
2026-01-01 04:55,Cell F,11,2.43,9.7,13.7,0.097,91.7,True,0.10578,0.0265,0.11996
2026-01-01 05:00,Cell A,20,4.32,17.3,20.5,0.173,100.7,True,0.1718,0.0429,0.19861
2026-01-01 05:00,Cell B,11,2.46,9.8,13.8,0.098,91.8,True,0.10675,0.0268,0.11983
2026-01-01 05:00,Cell C,7,1.49,6.0,10.4,0.06,87.2,True,0.06881,0.01709,0.08028
2026-01-01 05:00,Cell D,17,3.56,14.3,17.8,0.143,97.1,True,0.14727,0.03666,0.17508
2026-01-01 05:00,Cell E,10,2.23,8.9,13.0,0.089,90.7,True,0.09813,0.02459,0.11025
2026-01-01 05:00,Cell F,15,3.2,12.8,16.5,0.128,95.4,True,0.13417,0.03354,0.15723
2026-01-01 05:05,Cell A,25,5.22,20.9,23.8,0.209,105.1,True,0.19886,0.04967,0.23787
2026-01-01 05:05,Cell B,18,3.85,15.4,18.8,0.154,98.5,True,0.15635,0.03909,0.18274
2026-01-01 05:05,Cell C,8,1.78,7.1,11.4,0.071,88.5,True,0.08023,0.02011,0.0904
2026-01-01 05:05,Cell D,23,5.0,20.0,23.0,0.2,104.0,True,0.19231,0.04808,0.22115
2026-01-01 05:05,Cell E,3,0.82,3.3,7.9,0.033,83.9,True,0.03933,0.00977,0.03576
2026-01-01 05:05,Cell F,2,0.5,2.0,6.8,0.02,82.4,True,0.02427,0.00607,0.02427
2026-01-01 05:10,Cell A,19,4.15,16.6,19.9,0.166,99.9,True,0.16617,0.04154,0.19019
2026-01-01 05:10,Cell B,15,3.14,12.6,16.3,0.126,95.1,True,0.13249,0.03302,0.15773
2026-01-01 05:10,Cell C,2,0.5,2.0,6.8,0.02,82.4,True,0.02427,0.00607,0.02427
2026-01-01 05:10,Cell D,6,1.42,5.7,10.1,0.057,86.8,True,0.06567,0.01636,0.06912
2026-01-01 05:10,Cell E,8,1.78,7.1,11.4,0.071,88.5,True,0.08023,0.02011,0.0904
2026-01-01 05:10,Cell F,22,4.78,19.1,22.2,0.191,102.9,True,0.18562,0.04645,0.2138
2026-01-01 05:15,Cell A,18,3.79,15.2,18.6,0.152,98.2,True,0.15479,0.03859,0.1833
2026-01-01 05:15,Cell B,21,4.44,17.8,21.0,0.178,101.3,True,0.17572,0.04383,0.20731
2026-01-01 05:15,Cell C,13,2.85,11.4,15.3,0.114,93.7,True,0.12166,0.03042,0.13874
2026-01-01 05:15,Cell D,16,3.41,13.6,17.3,0.136,96.4,True,0.14108,0.03537,0.16598
2026-01-01 05:15,Cell E,8,1.8,7.2,11.5,0.072,88.7,True,0.08117,0.02029,0.09019
2026-01-01 05:15,Cell F,17,3.55,14.2,17.8,0.142,97.1,True,0.14624,0.03656,0.17508
2026-01-01 05:20,Cell A,21,4.52,18.1,21.3,0.181,101.7,True,0.17797,0.04444,0.20649
2026-01-01 05:20,Cell B,23,4.8,19.2,22.3,0.192,103.0,True,0.18641,0.0466,0.2233
2026-01-01 05:20,Cell C,6,1.42,5.7,10.1,0.057,86.8,True,0.06567,0.01636,0.06912
2026-01-01 05:20,Cell D,12,2.5,10.0,14.0,0.1,92.0,True,0.1087,0.02717,0.13043
2026-01-01 05:20,Cell E,6,1.43,5.7,10.2,0.057,86.9,True,0.06559,0.01646,0.06904
2026-01-01 05:20,Cell F,13,2.85,11.4,15.3,0.114,93.7,True,0.12166,0.03042,0.13874
2026-01-01 05:25,Cell A,14,3.12,12.5,16.2,0.125,95.0,True,0.13158,0.03284,0.14737
2026-01-01 05:25,Cell B,21,4.41,17.6,20.9,0.176,101.2,True,0.17391,0.04358,0.20751
2026-01-01 05:25,Cell C,11,2.32,9.3,13.4,0.093,91.1,True,0.10209,0.02547,0.12075
2026-01-01 05:25,Cell D,19,4.09,16.4,19.7,0.164,99.7,True,0.16449,0.04102,0.19057
2026-01-01 05:25,Cell E,8,1.77,7.1,11.4,0.071,88.5,True,0.08023,0.02,0.0904
2026-01-01 05:25,Cell F,17,3.68,14.7,18.2,0.147,97.7,True,0.15046,0.03767,0.174
2026-01-01 05:30,Cell A,15,3.31,13.2,16.9,0.132,95.9,True,0.13764,0.03452,0.15641
2026-01-01 05:30,Cell B,30,6.37,25.5,27.9,0.255,110.6,True,0.23056,0.05759,0.27125
2026-01-01 05:30,Cell C,13,2.73,10.9,14.8,0.109,93.1,True,0.11708,0.02932,0.13963
2026-01-01 05:30,Cell D,14,2.96,11.9,15.7,0.119,94.2,True,0.12633,0.03142,0.14862
2026-01-01 05:30,Cell E,13,2.86,11.4,15.3,0.114,93.7,True,0.12166,0.03052,0.13874
2026-01-01 05:30,Cell F,20,4.34,17.4,20.6,0.174,100.8,True,0.17262,0.04306,0.19841
2026-01-01 05:35,Cell A,12,2.63,10.5,14.5,0.105,92.6,True,0.11339,0.0284,0.12959
2026-01-01 05:35,Cell B,20,4.33,17.3,20.6,0.173,100.8,True,0.17163,0.04296,0.19841
2026-01-01 05:35,Cell C,14,2.95,11.8,15.6,0.118,94.2,True,0.12527,0.03132,0.14862
2026-01-01 05:35,Cell D,29,6.16,24.6,27.2,0.246,109.6,True,0.22445,0.0562,0.2646
2026-01-01 05:35,Cell E,2,0.5,2.0,6.8,0.02,82.4,True,0.02427,0.00607,0.02427
2026-01-01 05:35,Cell F,15,3.15,12.6,16.4,0.126,95.1,True,0.13249,0.03312,0.15773
2026-01-01 05:40,Cell A,12,2.66,10.7,14.6,0.107,92.8,True,0.1153,0.02866,0.12931
2026-01-01 05:40,Cell B,24,5.13,20.5,23.5,0.205,104.6,True,0.19598,0.04904,0.22945
2026-01-01 05:40,Cell C,6,1.34,5.4,9.8,0.054,86.5,True,0.06243,0.01549,0.06936
2026-01-01 05:40,Cell D,15,3.3,13.2,16.9,0.132,95.9,True,0.13764,0.03441,0.15641
2026-01-01 05:40,Cell E,9,1.97,7.9,12.1,0.079,89.5,True,0.08827,0.02201,0.10056
2026-01-01 05:40,Cell F,11,2.39,9.6,13.6,0.096,91.5,True,0.10492,0.02612,0.12022
2026-01-01 05:45,Cell A,27,5.79,23.2,25.9,0.232,107.8,True,0.21521,0.05371,0.25046
2026-01-01 05:45,Cell B,6,1.31,5.2,9.7,0.052,86.3,True,0.06025,0.01518,0.06952
2026-01-01 05:45,Cell C,14,3.11,12.5,16.2,0.125,95.0,True,0.13158,0.03274,0.14737
2026-01-01 05:45,Cell D,18,3.89,15.6,19.0,0.156,98.7,True,0.15805,0.03941,0.18237
2026-01-01 05:45,Cell E,2,0.5,2.0,6.8,0.02,82.4,True,0.02427,0.00607,0.02427
2026-01-01 05:45,Cell F,12,2.7,10.8,14.7,0.108,93.0,True,0.11613,0.02903,0.12903
2026-01-01 05:50,Cell A,18,3.94,15.8,19.2,0.158,98.9,True,0.15976,0.03984,0.182
2026-01-01 05:50,Cell B,14,3.0,12.0,15.8,0.12,94.4,True,0.12712,0.03178,0.14831
2026-01-01 05:50,Cell C,2,0.5,2.0,6.8,0.02,82.4,True,0.02427,0.00607,0.02427
2026-01-01 05:50,Cell D,24,5.08,20.3,23.3,0.203,104.4,True,0.19444,0.04866,0.22989
2026-01-01 05:50,Cell E,12,2.55,10.2,14.2,0.102,92.2,True,0.11063,0.02766,0.13015
2026-01-01 05:50,Cell F,16,3.43,13.7,17.4,0.137,96.5,True,0.14197,0.03554,0.1658
2026-01-01 05:55,Cell A,10,2.23,8.9,13.0,0.089,90.7,True,0.09813,0.02459,0.11025
2026-01-01 05:55,Cell B,20,4.26,17.0,20.3,0.17,100.4,True,0.16932,0.04243,0.1992
2026-01-01 05:55,Cell C,20,4.33,17.3,20.6,0.173,100.8,True,0.17163,0.04296,0.19841
2026-01-01 05:55,Cell D,19,4.11,16.4,19.8,0.164,99.7,True,0.16449,0.04122,0.19057
2026-01-01 05:55,Cell E,13,2.83,11.3,15.2,0.113,93.6,True,0.12073,0.03024,0.13889
2026-01-01 05:55,Cell F,12,2.7,10.8,14.7,0.108,92.9,True,0.11625,0.02906,0.12917
2026-01-01 06:00,Cell A,70,14.63,58.5,57.7,0.585,150.2,True,0.38948,0.0974,0.46605
2026-01-01 06:00,Cell B,63,13.19,52.8,52.5,0.528,143.3,True,0.36846,0.09204,0.43964
2026-01-01 06:00,Cell C,36,7.69,30.8,32.7,0.308,116.9,True,0.26347,0.06578,0.30796
2026-01-01 06:00,Cell D,56,11.83,47.3,47.6,0.473,136.8,True,0.34576,0.08648,0.40936
2026-01-01 06:00,Cell E,34,7.13,28.5,30.7,0.285,114.2,True,0.24956,0.06243,0.29772
2026-01-01 06:00,Cell F,55,11.64,46.6,46.9,0.466,135.9,True,0.3429,0.08565,0.40471
2026-01-01 06:05,Cell A,78,16.34,65.4,63.8,0.654,158.4,True,0.41288,0.10316,0.49242
2026-01-01 06:05,Cell B,60,12.68,50.7,50.6,0.507,140.9,True,0.35983,0.08999,0.42583
2026-01-01 06:05,Cell C,39,8.28,33.1,34.8,0.331,119.8,True,0.27629,0.06912,0.32554
2026-01-01 06:05,Cell D,64,13.53,54.1,53.7,0.541,144.9,True,0.37336,0.09337,0.44168
2026-01-01 06:05,Cell E,41,8.62,34.5,36.0,0.345,121.4,True,0.28418,0.071,0.33773
2026-01-01 06:05,Cell F,44,9.3,37.2,38.5,0.372,124.7,True,0.29832,0.07458,0.35285
2026-01-01 06:10,Cell A,75,15.76,63.1,61.8,0.631,155.7,True,0.40527,0.10122,0.4817
2026-01-01 06:10,Cell B,69,14.52,58.1,57.3,0.581,149.7,True,0.38811,0.09699,0.46092
2026-01-01 06:10,Cell C,33,7.05,28.2,30.4,0.282,113.8,True,0.2478,0.06195,0.28998
2026-01-01 06:10,Cell D,58,12.28,49.1,49.2,0.491,139.0,True,0.35324,0.08835,0.41727
2026-01-01 06:10,Cell E,41,8.68,34.7,36.3,0.347,121.7,True,0.28513,0.07132,0.33689
2026-01-01 06:10,Cell F,46,9.61,38.5,39.6,0.385,126.1,True,0.30531,0.07621,0.36479
2026-01-01 06:15,Cell A,69,14.45,57.8,57.0,0.578,149.3,True,0.38714,0.09678,0.46216
2026-01-01 06:15,Cell B,62,13.03,52.1,51.9,0.521,142.5,True,0.36561,0.09144,0.43509
2026-01-01 06:15,Cell C,40,8.34,33.4,35.0,0.334,120.0,True,0.27833,0.0695,0.33333
2026-01-01 06:15,Cell D,63,13.22,52.9,52.6,0.529,143.5,True,0.36864,0.09213,0.43902
2026-01-01 06:15,Cell E,33,6.97,27.9,30.1,0.279,113.4,True,0.24603,0.06146,0.29101
2026-01-01 06:15,Cell F,54,11.4,45.6,46.0,0.456,134.7,True,0.33853,0.08463,0.40089
2026-01-01 06:20,Cell A,57,12.08,48.3,48.5,0.483,138.0,True,0.35,0.08754,0.41304
2026-01-01 06:20,Cell B,58,12.25,49.0,49.1,0.49,138.8,True,0.35303,0.08826,0.41787
2026-01-01 06:20,Cell C,38,7.99,32.0,33.8,0.32,118.3,True,0.2705,0.06754,0.32122
2026-01-01 06:20,Cell D,63,13.27,53.1,52.8,0.531,143.7,True,0.36952,0.09235,0.43841
2026-01-01 06:20,Cell E,27,5.68,22.7,25.4,0.227,107.3,True,0.21156,0.05294,0.25163
2026-01-01 06:20,Cell F,48,10.09,40.4,41.3,0.404,128.4,True,0.31464,0.07858,0.37383
2026-01-01 06:25,Cell A,79,16.51,66.0,64.4,0.66,159.2,True,0.41457,0.10371,0.49623
2026-01-01 06:25,Cell B,57,12.08,48.3,48.5,0.483,138.0,True,0.35,0.08754,0.41304
2026-01-01 06:25,Cell C,32,6.82,27.3,29.6,0.273,112.7,True,0.24224,0.06051,0.28394
2026-01-01 06:25,Cell D,64,13.46,53.8,53.5,0.538,144.6,True,0.37206,0.09308,0.4426
2026-01-01 06:25,Cell E,35,7.35,29.4,31.5,0.294,115.3,True,0.25499,0.06375,0.30356
2026-01-01 06:25,Cell F,59,12.49,50.0,50.0,0.5,140.0,True,0.35714,0.08921,0.42143
2026-01-01 06:30,Cell A,73,15.37,61.5,60.3,0.615,153.8,True,0.39987,0.09993,0.47464
2026-01-01 06:30,Cell B,61,12.84,51.4,51.2,0.514,141.7,True,0.36274,0.09061,0.43049
2026-01-01 06:30,Cell C,36,7.66,30.6,32.6,0.306,116.8,True,0.26199,0.06558,0.30822
2026-01-01 06:30,Cell D,57,12.05,48.2,48.4,0.482,137.8,True,0.34978,0.08745,0.41364
2026-01-01 06:30,Cell E,41,8.65,34.6,36.1,0.346,121.5,True,0.28477,0.07119,0.33745
2026-01-01 06:30,Cell F,59,12.32,49.3,49.3,0.493,139.1,True,0.35442,0.08857,0.42416
2026-01-01 06:35,Cell A,75,15.72,62.9,61.6,0.629,155.4,True,0.40476,0.10116,0.48263
2026-01-01 06:35,Cell B,68,14.29,57.2,56.4,0.572,148.6,True,0.38493,0.09616,0.4576
2026-01-01 06:35,Cell C,45,9.54,38.1,39.3,0.381,125.8,True,0.30286,0.07583,0.35771
2026-01-01 06:35,Cell D,67,14.12,56.5,55.8,0.565,147.8,True,0.38227,0.09553,0.45332
2026-01-01 06:35,Cell E,41,8.63,34.5,36.1,0.345,121.4,True,0.28418,0.07109,0.33773
2026-01-01 06:35,Cell F,39,8.14,32.5,34.3,0.325,119.1,True,0.27288,0.06835,0.32746
2026-01-01 06:40,Cell A,73,15.33,61.3,60.2,0.613,153.6,True,0.39909,0.0998,0.47526
2026-01-01 06:40,Cell B,73,15.41,61.6,60.5,0.616,154.0,True,0.4,0.10006,0.47403
2026-01-01 06:40,Cell C,42,8.78,35.1,36.6,0.351,122.2,True,0.28723,0.07185,0.3437
2026-01-01 06:40,Cell D,60,12.66,50.6,50.6,0.506,140.8,True,0.35938,0.08991,0.42614
2026-01-01 06:40,Cell E,30,6.37,25.5,27.9,0.255,110.6,True,0.23056,0.05759,0.27125
2026-01-01 06:40,Cell F,62,13.06,52.3,52.0,0.523,142.7,True,0.3665,0.09152,0.43448
2026-01-01 06:45,Cell A,73,15.35,61.4,60.3,0.614,153.7,True,0.39948,0.09987,0.47495
2026-01-01 06:45,Cell B,60,12.58,50.3,50.3,0.503,140.4,True,0.35826,0.0896,0.42735
2026-01-01 06:45,Cell C,38,8.08,32.3,34.1,0.323,118.8,True,0.27189,0.06801,0.31987
2026-01-01 06:45,Cell D,58,12.22,48.9,49.0,0.489,138.6,True,0.35281,0.08817,0.41847
2026-01-01 06:45,Cell E,33,6.93,27.7,29.9,0.277,113.2,True,0.2447,0.06122,0.29152
2026-01-01 06:45,Cell F,55,11.53,46.1,46.5,0.461,135.4,True,0.34047,0.08516,0.4062
2026-01-01 06:50,Cell A,73,15.24,61.0,59.9,0.61,153.2,True,0.39817,0.09948,0.4765
2026-01-01 06:50,Cell B,66,13.92,55.7,55.1,0.557,146.8,True,0.37943,0.09482,0.44959
2026-01-01 06:50,Cell C,46,9.66,38.7,39.8,0.387,126.4,True,0.30617,0.07642,0.36392
2026-01-01 06:50,Cell D,65,13.59,54.3,53.9,0.543,145.2,True,0.37397,0.0936,0.44766
2026-01-01 06:50,Cell E,36,7.64,30.6,32.5,0.306,116.7,True,0.26221,0.06547,0.30848
2026-01-01 06:50,Cell F,57,11.93,47.7,47.9,0.477,137.3,True,0.34741,0.08689,0.41515
2026-01-01 06:55,Cell A,81,16.95,67.8,66.0,0.678,161.3,True,0.42033,0.10508,0.50217
2026-01-01 06:55,Cell B,60,12.7,50.8,50.7,0.508,141.0,True,0.36028,0.09007,0.42553
2026-01-01 06:55,Cell C,38,8.05,32.2,34.0,0.322,118.6,True,0.2715,0.06788,0.3204
2026-01-01 06:55,Cell D,68,14.2,56.8,56.1,0.568,148.2,True,0.38327,0.09582,0.45884
